kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,ra,dec
6774880,K02062.01,Kepler-1077 b,CONFIRMED,CANDIDATE,1,0,0,0,0,34.3511339,1.51E-04,-1.51E-04,134.19046,3.43E-03,-3.43E-03,0.88,0.029,-0.643,4.4408,0.0987,-0.0987,5.99E+02,2.38E+01,-2.38E+01,0.026053,1.08E-03,-3.60E-03,2.75,9.30E-01,-2.90E-01,28.8,291.03363,42.26786
3937519,K00221.01,Kepler-495 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.413036353,6.26E-07,-6.26E-07,132.443054,1.51E-04,-1.51E-04,0.046,0.117,-0.046,2.61366,0.00578,-0.00578,3.87E+03,8.90E+00,-8.90E+00,0.055812,2.16E-04,-8.90E-05,6.62,1.37E+00,-1.12E+00,480.7,285.93069,39.098141
7449541,K02063.01,Kepler-1078 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.00725068,1.14E-05,-1.14E-05,131.90484,3.12E-03,-3.12E-03,0.897,0.044,-0.633,4.4302,0.0837,-0.0837,2.86E+02,1.09E+01,-1.09E+01,0.018345,1.91E-04,-2.69E-03,1.56,3.40E-01,-1.20E-01,30,293.20059,43.050041
5080636,K01843.01,Kepler-974 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.194496867,5.59E-06,-5.59E-06,134.13511,1.14E-03,-1.14E-03,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,6.61E+02,1.71E+01,-1.71E+01,0.027522,5.75E-04,-4.02E-03,1.57,9.00E-02,-1.20E-01,45,285.01309,40.220749
5080636,K01843.02,,CANDIDATE,CANDIDATE,0.974,0,0,0,0,6.35585682,3.92E-05,-3.92E-05,137.49837,4.81E-03,-4.81E-03,0.912,0.051,-0.667,1.55,0.184,-0.184,1.77E+02,2.35E+01,-2.35E+01,0.015018,2.88E-03,-3.20E-03,0.86,5.00E-02,-7.00E-02,9.2,285.01309,40.220749
3338885,K01845.01,Kepler-975 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.970340203,2.28E-06,-2.28E-06,131.948389,9.60E-04,-9.60E-04,0.859,0.033,-0.606,1.7901,0.0341,-0.0341,4.03E+02,8.50E+00,-8.50E+00,0.021783,9.04E-04,-3.39E-03,3.97,2.57E+00,-2.34E+00,56.3,290.54855,38.495281
3338885,K01845.02,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.05821338,4.74E-06,-4.74E-06,135.702454,7.87E-04,-7.87E-04,1.004,0.042,-0.696,1.132,0.112,-0.112,7.48E+02,2.37E+01,-2.37E+01,0.058714,6.16E-03,-2.48E-02,10.69,6.94E+00,-6.30E+00,43.2,290.54855,38.495281
6776401,K01847.01,Kepler-977 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.85323647,6.69E-05,-6.69E-05,143.31303,2.03E-03,-2.03E-03,0.01,0.424,-0.01,4.4557,0.0624,-0.0624,9.66E+02,2.09E+01,-2.09E+01,0.027896,9.12E-04,-4.12E-04,2.65,4.70E-01,-3.90E-01,53.3,291.5162,42.248192
10130039,K01909.03,Kepler-334 d,CONFIRMED,CANDIDATE,0.987,0,0,0,0,25.0985083,1.02E-04,-1.02E-04,145.56829,3.33E-03,-3.33E-03,0.814,0.11,-0.574,2.7727,0.0936,-0.0936,1.68E+02,8.30E+00,-8.30E+00,0.013257,1.64E-03,-1.43E-03,1.59,2.40E-01,-2.30E-01,21.3,287.14066,47.115189
8226050,K01910.01,Kepler-1010 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,34.2685741,1.13E-04,-1.13E-04,147.05143,2.68E-03,-2.68E-03,0.677,0.217,-0.455,4.8251,0.0848,-0.0848,6.99E+02,1.94E+01,-1.94E+01,0.02559,3.39E-03,-1.81E-03,2.44,1.10E-01,-2.00E-01,38.2,289.19263,44.149319
9965957,K01911.01,Kepler-1011 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.75321539,1.18E-05,-1.18E-05,136.75617,1.53E-03,-1.53E-03,0.921,0.017,-0.666,1.7948,0.048,-0.048,7.34E+02,2.81E+01,-2.81E+01,0.03095,1.40E-05,-6.22E-03,3.14,7.70E-01,-2.60E-01,31.8,297.40155,46.824001
9704384,K01913.01,Kepler-1012 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.50860699,1.36E-05,-1.36E-05,132.2983,1.93E-03,-1.93E-03,0.879,0.057,-0.601,3.0788,0.0586,-0.0586,2.04E+02,6.30E+00,-6.30E+00,0.015422,1.11E-03,-2.44E-03,1.49,1.50E-01,-1.20E-01,38.2,289.29626,46.457951
8426567,K01914.01,Kepler-1013 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.93055119,7.55E-05,-7.55E-05,143.25058,3.16E-03,-3.16E-03,0.583,0.369,-0.37,3.372,0.102,-0.102,6.84E+02,2.94E+01,-2.94E+01,0.024576,8.50E-03,-1.30E-03,4.41,2.25E+00,-2.25E+00,26.2,290.24805,44.435242
12508335,K00215.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,42.94386258,1.78E-05,-1.78E-05,155.206515,3.32E-04,-3.32E-04,1.285,11.9,-0.177,3.7591,0.0208,-0.0208,9.21E+03,4.03E+01,-4.03E+01,0.405464,1.19E+01,-1.60E-01,41.62,1.11E+01,-7.39E+00,273,290.16513,51.467258
10094670,K01984.01,Kepler-1677 b,CONFIRMED,CANDIDATE,0.991,0,0,0,0,22.06402,8.06E-05,-8.06E-05,148.9199,2.84E-03,-2.84E-03,0.941,0.031,-0.672,4.1,0.128,-0.128,3.89E+02,1.41E+01,-1.41E+01,0.022444,3.14E-04,-4.03E-03,2.67,9.10E-01,-2.80E-01,31.5,298.49329,47.013039
8142942,K01985.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.756245244,5.39E-06,-5.39E-06,133.903421,8.16E-04,-8.16E-04,0.888,0.037,-0.628,1.071,0.0321,-0.0321,6.24E+02,1.75E+01,-1.75E+01,0.027905,1.69E-04,-4.64E-03,2.24,1.40E-01,-9.00E-02,45.5,280.92612,44.087929
8257205,K01986.01,Kepler-1038 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,148.4601819,7.80E-04,-7.80E-04,151.38686,3.45E-03,-3.45E-03,0.808,0.113,-0.575,5.499,0.139,-0.139,1.53E+03,4.75E+01,-4.75E+01,0.040286,5.38E-03,-4.66E-03,3.61,2.40E-01,-1.70E-01,33.7,298.97217,44.132381
9044228,K01988.01,Kepler-1039 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.934885365,9.10E-07,-9.10E-07,131.580676,8.20E-04,-8.20E-04,0.731,0.159,-0.487,1.4083,0.0277,-0.0277,2.70E+02,5.70E+00,-5.70E+00,0.01638,1.76E-03,-1.59E-03,3.21,1.91E+00,-1.91E+00,57.8,298.3266,45.31551
7265298,K02051.01,Kepler-355 c,CONFIRMED,CANDIDATE,0.862,0,0,0,0,25.7626846,1.38E-04,-1.38E-04,147.6963,4.75E-03,-4.75E-03,0.327,0.124,-0.327,6.908,0.118,-0.118,6.20E+02,1.71E+01,-1.71E+01,0.022795,4.63E-04,-7.07E-04,2.66,4.30E-01,-2.70E-01,38,285.79947,42.811779
7265298,K02051.02,Kepler-355 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,11.0317836,2.28E-04,-2.28E-04,362.3431,1.15E-02,-1.15E-02,0.405,0.045,-0.405,4.753,0.42,-0.42,1.82E+02,1.49E+01,-1.49E+01,0.012457,2.81E-04,-1.04E-03,1.45,2.40E-01,-1.40E-01,14.1,285.79947,42.811779
7132798,K00220.02,Kepler-119 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.12511935,1.94E-05,-1.94E-05,133.64014,3.80E-03,-3.80E-03,0.253,0.195,-0.253,2.877,0.103,-0.103,1.15E+02,5.90E+00,-5.90E+00,0.00976,3.51E-04,-4.07E-04,0.88,1.90E-01,-8.00E-02,21.6,295.94641,42.65892
3248501,K02052.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.22464216,3.15E-05,-3.15E-05,133.09108,6.06E-03,-6.06E-03,0.913,0.057,-0.683,1.403,0.259,-0.259,9.87E+02,1.95E+02,-1.95E+02,0.03465,3.44E-02,-6.16E-03,4.31,1.43E+00,-4.70E-01,7.7,294.69772,38.364159
2307415,K02053.01,Kepler-356 c,CONFIRMED,CANDIDATE,0.978,0,0,0,0,13.12162167,4.48E-05,-4.48E-05,133.39526,2.68E-03,-2.68E-03,0.807,0.019,-0.567,3.6138,0.0844,-0.0844,1.97E+02,6.60E+00,-6.60E+00,0.014262,1.87E-03,-1.35E-03,1.99,3.60E-01,-2.90E-01,32.7,292.42108,37.682819
7430034,K01848.01,Kepler-978 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,49.6220669,2.05E-04,-2.05E-04,137.10149,3.31E-03,-3.31E-03,0.939,0.007,-0.662,7.222,0.264,-0.264,5.06E+02,1.16E+01,-1.16E+01,0.025794,8.90E-05,-4.45E-03,3.33,5.50E-01,-3.40E-01,47.6,286.71072,43.043449
9735426,K01849.01,Kepler-979 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.08801663,1.13E-05,-1.13E-05,138.73516,1.09E-03,-1.09E-03,0.744,0.105,-0.518,1.8334,0.0396,-0.0396,9.53E+02,2.36E+01,-2.36E+01,0.030765,2.64E-03,-2.87E-03,2.94,2.40E-01,-2.00E-01,46.1,300.37128,46.408279
8826168,K01850.01,Kepler-980 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.55103848,2.57E-05,-2.57E-05,134.90803,1.77E-03,-1.77E-03,0.493,0.427,-0.292,3.3601,0.059,-0.059,4.03E+02,9.20E+00,-9.20E+00,0.018791,3.52E-03,-4.81E-04,2.17,3.40E-01,-2.00E-01,49.8,294.61301,45.060169
10464050,K01851.01,Kepler-981 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.469754641,8.12E-06,-8.12E-06,131.84402,1.52E-03,-1.52E-03,0.494,0.413,-0.295,1.813,0.0503,-0.0503,5.54E+02,1.77E+01,-1.77E+01,0.022136,1.99E-04,-9.02E-04,2.26,6.70E-01,-2.30E-01,37.1,289.2489,47.650101
9763348,K01852.01,Kepler-982 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.77382794,8.04E-05,-8.04E-05,137.53051,4.08E-03,-4.08E-03,0.035,0.419,-0.035,4.957,0.115,-0.115,3.14E+02,1.21E+01,-1.21E+01,0.016277,5.85E-04,-3.94E-04,2.72,5.20E-01,-5.10E-01,30.4,288.41769,46.590431
9101496,K01915.01,Kepler-335 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.56226483,1.90E-05,-1.90E-05,132.61123,2.42E-03,-2.42E-03,0.643,0.009,-0.484,4.0144,0.0694,-0.0694,2.61E+02,7.20E+00,-7.20E+00,0.01552,1.79E-03,-7.89E-04,3.07,4.80E-01,-7.70E-01,41.2,296.06433,45.428619
6037581,K01916.01,Kepler-336 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.67876365,6.41E-05,-6.41E-05,151.69245,2.48E-03,-2.48E-03,0.665,0.297,-0.451,4.6395,0.085,-0.085,3.24E+02,7.90E+00,-7.90E+00,0.017394,4.30E-03,-9.44E-04,2.42,4.00E-01,-4.10E-01,42.6,290.23764,41.331379
10723750,K00209.01,Kepler-117 c,CONFIRMED,CANDIDATE,0.993,0,0,0,0,50.79034648,2.38E-05,-2.38E-05,135.632759,4.06E-04,-4.06E-04,0.058,0.076,-0.058,10.8474,0.0138,-0.0138,5.67E+03,1.19E+01,-1.19E+01,0.069067,1.42E-04,-9.90E-05,10.6,1.91E+00,-1.90E+00,508.8,288.79303,48.04023
6037581,K01916.02,Kepler-336 c,CONFIRMED,CANDIDATE,1,0,0,0,0,9.59993246,2.14E-05,-2.14E-05,136.58227,1.72E-03,-1.72E-03,0.063,0.362,-0.063,4.3206,0.0549,-0.0549,2.71E+02,5.50E+00,-5.50E+00,0.014963,3.95E-04,-2.12E-04,2.08,3.50E-01,-3.50E-01,52,290.23764,41.331379
6037581,K01916.03,Kepler-336 b,CONFIRMED,CANDIDATE,0.933,0,0,0,0,2.0248205,1.00E-05,-1.00E-05,132.35465,3.81E-03,-3.81E-03,0.248,0.22,-0.248,2.55,0.118,-0.118,6.33E+01,3.50E+00,-3.50E+00,0.007277,2.66E-04,-3.04E-04,1.01,1.70E-01,-1.70E-01,20.2,290.23764,41.331379
10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,0.861,0,0,0,0,201.118319,1.46E-03,-1.46E-03,187.56986,5.29E-03,-5.29E-03,0.001,0.417,-0.001,10.328,0.165,-0.165,5.85E+02,1.92E+01,-1.92E+01,0.021853,7.75E-04,-3.60E-04,2.28,3.20E-01,-2.00E-01,34.7,283.11377,48.13139
11614617,K01990.01,Kepler-1041 b,CONFIRMED,CANDIDATE,1,0,0,0,0,24.7577652,1.22E-04,-1.22E-04,142.06826,3.60E-03,-3.60E-03,0.896,0.025,-0.619,6.998,0.13,-0.13,4.59E+02,1.38E+01,-1.38E+01,0.023093,5.96E-04,-3.41E-03,2.44,7.10E-01,-2.40E-01,37.6,293.88177,49.683151
11450414,K01992.01,Kepler-347 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.7983174,6.11E-05,-6.11E-05,133.64979,3.82E-03,-3.82E-03,0.738,0.158,-0.518,6.401,0.116,-0.116,3.37E+02,9.70E+00,-9.70E+00,0.01815,1.75E-03,-1.47E-03,2.88,4.10E-01,-6.80E-01,38.2,289.19958,49.305721
4736569,K01996.01,Kepler-1042 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.13200555,3.18E-05,-3.18E-05,132.91155,2.79E-03,-2.79E-03,0.03,0.399,-0.03,3.1683,0.0689,-0.0689,9.12E+02,2.68E+01,-2.68E+01,0.02728,9.20E-04,-5.43E-04,1.67,1.10E-01,-1.10E-01,37.6,288.66891,39.824009
10384798,K01997.01,Kepler-1043 b,CONFIRMED,CANDIDATE,1,0,0,0,0,38.505224,1.78E-04,-1.78E-04,158.30491,3.25E-03,-3.25E-03,0.654,0.003,-0.506,5.941,0.104,-0.104,6.95E+02,2.24E+01,-2.24E+01,0.025468,3.67E-03,-1.24E-03,2.45,6.80E-01,-2.40E-01,35.5,281.66299,47.568581
2307415,K02053.02,Kepler-356 b,CONFIRMED,CANDIDATE,0.983,0,0,0,0,4.6126736,1.21E-05,-1.21E-05,132.7757,2.33E-03,-2.33E-03,0.755,0.025,-0.535,3.0643,0.0681,-0.0681,1.33E+02,4.30E+00,-4.30E+00,0.011477,1.26E-03,-9.01E-04,1.6,2.90E-01,-2.40E-01,34.3,292.42108,37.682819
3128552,K02055.01,Kepler-1073 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,8.67890312,2.38E-05,-2.38E-05,133.03651,2.28E-03,-2.28E-03,0.203,0.229,-0.203,3.5317,0.0685,-0.0685,5.41E+02,1.52E+01,-1.52E+01,0.021018,6.27E-04,-4.72E-04,2.56,3.90E-01,-4.30E-01,37.4,294.15271,38.23304
10134152,K02056.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,39.3135699,1.48E-04,-1.48E-04,154.93767,3.15E-03,-3.15E-03,0.006,0.4,-0.006,5.0137,0.0903,-0.0903,5.00E+02,1.69E+01,-1.69E+01,0.020516,6.26E-04,-3.60E-04,2.07,5.90E-01,-1.90E-01,33.8,289.06433,47.11742
9573685,K02057.01,Kepler-1074 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.94565516,1.69E-05,-1.69E-05,133.99359,2.14E-03,-2.14E-03,0.229,0.228,-0.229,2.1604,0.0711,-0.0711,4.01E+02,1.66E+01,-1.66E+01,0.018129,7.31E-04,-4.72E-04,1.12,6.00E-02,-7.00E-02,28.5,284.47653,46.252579
10329835,K02058.01,Kepler-1075 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.52373073,2.50E-06,-2.50E-06,131.61813,1.36E-03,-1.36E-03,0.942,0.058,-0.679,1.4796,0.0342,-0.0342,3.65E+02,1.31E+01,-1.31E+01,0.022705,1.53E-03,-5.35E-03,1.26,9.00E-02,-1.20E-01,34.1,287.50116,47.469269
6849046,K00201.01,Kepler-491 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,4.225384543,2.69E-07,-2.69E-07,137.5606891,5.22E-05,-5.22E-05,0.074,0.08,-0.051,2.82038,0.00192,-0.00192,7.56E+03,6.00E+00,-6.00E+00,0.078185,3.81E-04,-4.70E-05,9,1.42E+00,-7.70E-01,1457.8,287.13058,42.350151
8804397,K01853.01,Kepler-983 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,60.0853848,2.24E-04,-2.24E-04,153.25707,2.69E-03,-2.69E-03,0.79,0.131,-0.535,7.007,0.116,-0.116,4.32E+02,9.60E+00,-9.60E+00,0.020987,2.44E-04,-1.88E-03,2.4,4.30E-01,-1.20E-01,51.7,285.10406,45.008171
9662811,K01854.01,Kepler-984 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,43.0343364,1.86E-04,-1.86E-04,137.69007,2.92E-03,-2.92E-03,0.882,0.036,-0.611,6.571,0.135,-0.135,5.42E+02,1.22E+01,-1.22E+01,0.025125,1.71E-03,-3.60E-03,2.5,3.00E-01,-1.80E-01,50,296.95886,46.394131
11570749,K01856.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,46.2991052,1.17E-04,-1.17E-04,155.80223,1.98E-03,-1.98E-03,0.025,0.37,-0.025,5.2481,0.061,-0.061,8.55E+02,1.79E+01,-1.79E+01,0.026296,7.29E-04,-3.35E-04,4.33,1.59E+00,-1.94E+00,55,297.07861,49.502079
11297236,K01857.01,,CANDIDATE,CANDIDATE,0.862,0,0,0,0,88.6440015,2.92E-04,-2.92E-04,145.47193,2.88E-03,-2.88E-03,0.724,0.003,-0.539,7.82,0.111,-0.111,6.26E+02,1.22E+01,-1.22E+01,0.024607,1.98E-03,-1.76E-03,2.51,3.30E-01,-1.90E-01,57.6,292.0134,49.019119
10074466,K01917.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,35.01190875,9.53E-05,-9.53E-05,150.37126,2.00E-03,-2.00E-03,0.927,0.02,-0.736,2.868,0.0684,-0.0684,4.37E+02,1.45E+01,-1.45E+01,0.023595,5.28E-04,-4.28E-03,2.97,4.80E-01,-3.50E-01,34,291.53439,47.0425
8218379,K01920.01,Kepler-1014 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.57099265,4.02E-05,-4.02E-05,133.90704,1.96E-03,-1.96E-03,0.55,0.338,-0.348,2.9052,0.0575,-0.0575,6.45E+02,1.69E+01,-1.69E+01,0.023913,3.29E-03,-8.83E-04,2.03,4.30E-01,-1.50E-01,40.9,285.12204,44.1106
7755636,K01921.01,Kepler-1015 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.00496657,5.33E-05,-5.33E-05,135.25305,2.83E-03,-2.83E-03,0.013,0.426,-0.012,6.5047,0.0847,-0.0847,3.78E+02,9.00E+00,-9.00E+00,0.017862,4.85E-04,-2.54E-04,3.71,7.60E-01,-1.04E+00,49.8,292.75732,43.42691
9411166,K01922.01,Kepler-1016 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.954525966,3.28E-06,-3.28E-06,132.29679,1.38E-03,-1.38E-03,0.673,0.237,-0.455,2.0944,0.0457,-0.0457,3.93E+02,1.02E+01,-1.02E+01,0.019224,2.72E-03,-1.15E-03,2.38,3.80E-01,-3.00E-01,43.1,294.61365,45.984619
9411166,K01922.02,,CANDIDATE,CANDIDATE,,0,0,0,0,15.09521323,,,139.474359,,,,,,3.41,,,,,,,,,,,,,294.61365,45.984619
4989057,K01923.01,Kepler-1017 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.23400381,1.60E-05,-1.60E-05,137.67742,1.80E-03,-1.80E-03,0.032,0.426,-0.032,2.165,0.0587,-0.0587,4.53E+02,1.57E+01,-1.57E+01,0.019155,8.05E-04,-3.91E-04,1.78,1.90E-01,-1.00E-01,34.3,283.46936,40.13261
9834040,K01998.01,Kepler-1044 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.77408984,1.78E-05,-1.78E-05,135.95524,2.23E-03,-2.23E-03,0.026,0.402,-0.026,2.6215,0.0634,-0.0634,5.20E+02,1.83E+01,-1.83E+01,0.020933,6.86E-04,-4.89E-04,2.5,7.50E-01,-3.30E-01,33.6,293.14447,46.666241
6152974,K00216.01,Kepler-118 c,CONFIRMED,CANDIDATE,1,0,0,0,0,20.17202467,9.34E-06,-9.34E-06,141.209182,3.90E-04,-3.90E-04,0.334,0.148,-0.224,3.1488,0.0248,-0.0248,5.37E+03,2.62E+01,-2.62E+01,0.066137,1.06E-04,-1.45E-03,6.24,2.70E-01,-5.50E-01,226.8,299.21317,41.424831
8802693,K02000.01,Kepler-1045 b,CONFIRMED,CANDIDATE,1,0,0,0,0,26.41044199,7.74E-05,-7.74E-05,149.39541,2.37E-03,-2.37E-03,0.674,0.02,-0.515,3.0715,0.084,-0.084,9.91E+02,3.65E+01,-3.65E+01,0.03051,5.62E-03,-1.88E-03,2.45,4.30E-01,-1.90E-01,31.2,284.18329,45.0741
6061773,K02001.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,8.27745764,4.61E-05,-4.61E-05,138.25667,4.71E-03,-4.71E-03,0.261,0.188,-0.261,2.713,0.138,-0.138,1.97E+02,1.34E+01,-1.34E+01,0.012663,6.96E-04,-4.85E-04,2.46,1.26E+00,-1.53E+00,17.3,297.02109,41.377171
10024701,K02002.01,Kepler-1046 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.37504582,8.68E-05,-8.68E-05,139.05924,5.10E-03,-5.10E-03,0.927,0.019,-0.672,3.208,0.151,-0.151,2.51E+02,1.84E+01,-1.84E+01,0.017825,1.63E-03,-3.48E-03,2.05,3.30E-01,-2.00E-01,15.7,296.75574,46.998291
2579043,K02064.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,6.31219171,2.20E-05,-2.20E-05,136.93315,2.92E-03,-2.92E-03,0.018,0.41,-0.018,4.9377,0.0922,-0.0922,4.04E+02,1.33E+01,-1.33E+01,0.018482,5.77E-04,-3.37E-04,2.17,7.00E-01,-2.30E-01,35.6,292.13525,37.889622
3239671,K02066.01,Kepler-1678 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,147.97391,1.16E-03,-1.16E-03,263.08561,5.12E-03,-5.12E-03,0.034,0.412,-0.034,6.854,0.168,-0.168,1.27E+03,5.35E+01,-5.35E+01,0.032114,1.39E-03,-7.62E-04,3.33,4.30E-01,-2.90E-01,26.4,292.59164,38.399658
9304101,K02067.01,Kepler-1079 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,13.24503482,4.68E-05,-4.68E-05,142.00573,2.77E-03,-2.77E-03,0.498,0.01,-0.468,4.4078,0.0831,-0.0831,1.56E+02,5.00E+00,-5.00E+00,0.011651,2.40E-05,-6.51E-04,1.77,2.80E-01,-3.80E-01,35.7,299.5495,45.769749
11360571,K02069.01,Kepler-1080 b,CONFIRMED,CANDIDATE,0.937,0,0,0,0,77.2550726,3.91E-04,-3.91E-04,159.32399,4.07E-03,-4.07E-03,0.837,0.067,-0.59,10.214,0.161,-0.161,5.90E+02,1.52E+01,-1.52E+01,0.024976,1.68E-03,-2.56E-03,3.7,1.14E+00,-6.60E-01,44,296.46448,49.182907
6035124,K02071.01,Kepler-1081 b,CONFIRMED,CANDIDATE,0.9,0,0,0,0,3.85690686,1.12E-05,-1.12E-05,134.47405,2.51E-03,-2.51E-03,0.466,0.451,-0.257,2.0808,0.0742,-0.0742,1.28E+02,6.20E+00,-6.20E+00,0.010442,2.35E-04,-5.43E-04,0.93,9.00E-02,-4.00E-02,24.3,289.44452,41.31776
8160953,K01858.01,Kepler-985 b,CONFIRMED,CANDIDATE,1,0,0,0,0,116.3311739,6.11E-04,-6.11E-04,173.68887,3.94E-03,-3.94E-03,0.032,0.4,-0.032,7.025,0.143,-0.143,1.59E+03,5.41E+01,-5.41E+01,0.035703,1.42E-03,-6.51E-04,3.26,3.00E-01,-1.80E-01,31.5,290.14432,44.04995
8160953,K01858.02,,CANDIDATE,CANDIDATE,,0,0,0,0,86.049055,7.00E-03,-7.00E-03,201.0385,7.42E-02,-7.42E-02,0.2597,0.1882,-0.2596,29.28,4.8,-4.8,4.30E+02,3.50E+01,-3.50E+01,0.018911,7.15E-04,-9.86E-04,2.06,8.00E-01,-2.30E-01,8,290.14432,44.04995
4157325,K01860.01,Kepler-416 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.31943553,1.29E-05,-1.29E-05,132.22892,1.78E-03,-1.78E-03,0.775,0.012,-0.548,3.3422,0.0457,-0.0457,5.81E+02,1.03E+01,-1.03E+01,0.024241,1.70E-05,-2.23E-03,2.71,3.90E-01,-2.90E-01,61,291.55695,39.227291
4157325,K01860.02,Kepler-416 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.20951755,3.93E-05,-3.93E-05,360.3204,2.19E-03,-2.19E-03,0.779,0.025,-0.552,4.1808,0.0768,-0.0768,5.38E+02,1.25E+01,-1.25E+01,0.023354,2.61E-03,-2.08E-03,2.61,3.70E-01,-2.80E-01,45.5,291.55695,39.227291
4157325,K01860.03,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.07644709,1.04E-05,-1.04E-05,353.7643,2.24E-03,-2.24E-03,0.708,0.235,-0.505,2.6326,0.0693,-0.0693,2.17E+02,8.10E+00,-8.10E+00,0.01442,2.26E-03,-1.06E-03,1.61,2.30E-01,-1.70E-01,29.3,291.55695,39.227291
5108214,K01924.01,,FALSE POSITIVE,FALSE POSITIVE,0.999,0,1,1,0,2.11913005,2.12E-05,-2.12E-05,132.59,9.29E-03,-9.29E-03,0.67,0.006,-0.511,4.141,0.261,-0.261,2.87E+01,1.60E+00,-1.60E+00,0.005188,9.53E-04,-3.46E-04,1.35,1.20E-01,-1.50E-01,21.5,294.2869,40.21381
9955598,K01925.01,Kepler-409 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,68.958447,2.35E-04,-2.35E-04,179.08158,2.73E-03,-2.73E-03,0.821,0.043,-0.563,3.128,0.0869,-0.0869,1.23E+02,4.80E+00,-4.80E+00,0.011473,1.70E-03,-1.47E-03,1.11,5.00E-02,-4.00E-02,30,293.6792,46.85276
10723750,K00209.02,Kepler-117 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.79591276,1.23E-05,-1.23E-05,145.821854,5.44E-04,-5.44E-04,0.695,0.07,-0.418,7.5235,0.044,-0.044,2.43E+03,1.00E+01,-1.00E+01,0.048106,7.55E-04,-2.55E-03,7.39,1.33E+00,-1.33E+00,282.3,288.79303,48.04023
7219761,K01927.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,47.76397728,,,165.041066,,,,,,4.08,,,,,,,,,,,,,296.98605,42.72998
5770074,K01928.01,Kepler-1675 b,CONFIRMED,CANDIDATE,0.986,0,0,0,0,63.0380366,2.29E-04,-2.29E-04,169.12161,2.82E-03,-2.82E-03,0.021,0.356,-0.021,7.3702,0.0855,-0.0855,6.59E+02,1.42E+01,-1.42E+01,0.023298,5.35E-04,-3.35E-04,2.59,3.90E-01,-2.20E-01,53.1,283.80954,41.041241
